F601,F00026,F00026,FRM,MESSERSMITH GROUP INC. THE,,2002-12-9,2003,2004,,0,2002-12-9,2002-12-9
F601,F24805,F24805,FRM,Ross Communications,,2001-11-15,2001,2002,,11,2001-11-15,2001-11-15
F601,F00594,F00594,FRM,Advocation Inc.,,2001-11-15,2001,2002,,1,2001-11-15,2001-11-15
F601,F00594,F00594,FRM,Advocation Inc.,,2001-11-15,2001,2002,,2,2001-11-15,2001-11-15
F601,F00594,F00594,FRM,Advocation Inc.,,2001-11-15,2001,2002,,3,2001-11-15,2001-11-15
F601,F00369,F00369,FRM,Nossaman Guthner Knox & Elliott LLP,,2001-1-30,2001,2002,,8,2001-1-30,2001-1-30
F601,F00369,F00369,FRM,Nossaman Guthner Knox & Elliott LLP,,2001-1-30,2001,2002,,9,2001-1-30,2001-1-30
F601,F00369,F00369,FRM,Nossaman Guthner Knox & Elliott LLP,,2001-1-30,2001,2002,,10,2001-1-30,2001-1-30
F601,F00369,F00369,FRM,Nossaman Guthner Knox & Elliott LLP,,2001-1-30,2001,2002,,11,2001-1-30,2001-1-30
F601,F24588,F24588,FRM,KEESLAR & ASSOCIATES GOVERNMENT RELATIONS,,2001-1-31,2001,2002,,0,2001-1-31,2001-1-31
F601,F24743,F24743,FRM,FALK & ASSOCIATES: A PUBLIC RELATIONS FIRM JOHN R.,,2001-1-31,2001,2002,,0,2001-1-31,2001-1-31
F601,F00369,F00369,FRM,Nossaman Guthner Knox & Elliott LLP,,2001-2-1,2001,2002,,12,2001-2-1,2001-2-1
F601,F00369,F00369,FRM,Nossaman Guthner Knox & Elliott LLP,,2001-2-1,2001,2002,,13,2001-2-1,2001-2-1
F601,F00369,F00369,FRM,Nossaman Guthner Knox & Elliott LLP,,2001-2-5,2001,2002,,14,2001-2-5,2001-2-5
F601,F00696,F00696,FRM,ADVOCAL,,2001-1-4,2001,2001,,1,2001-1-4,2001-1-4
F601,F00696,F00696,FRM,ADVOCAL,,2001-1-4,2001,2001,,2,2001-1-4,2001-1-4
F601,F00369,F00369,FRM,Nossaman Guthner Knox & Elliott LLP,,2001-2-5,2001,2002,,15,2001-2-5,2001-2-5
F601,F00369,F00369,FRM,Nossaman Guthner Knox & Elliott LLP,,2000-12-12,2001,2002,,1,2000-12-12,2000-12-12
F601,F01078,F01078,FRM,POWELL & COMPANY ROBERT,,2000-12-15,2001,2002,,0,2000-12-15,2000-12-15
F601,F00369,F00369,FRM,Nossaman Guthner Knox & Elliott LLP,,2000-12-15,2001,2002,,2,2000-12-15,2000-12-15
F601,F00369,F00369,FRM,Nossaman Guthner Knox & Elliott LLP,,2000-12-15,2001,2002,,3,2000-12-15,2000-12-15
F601,F00369,F00369,FRM,Nossaman Guthner Knox & Elliott LLP,,2001-2-9,2001,2002,,16,2001-2-9,2001-2-9
F601,1223211,1223211,FRM,CALDWELL KAYE,,2002-12-18,2003,2004,,0,2002-12-18,2002-12-18
F601,F00594,F00594,FRM,"Advocation, Inc.",,2002-8-1,2001,2002,,21,2002-8-1,2002-8-1
F601,F00594,F00594,FRM,"Advocation, Inc.",,2002-8-1,2001,2002,,22,2002-8-1,2002-8-1
F601,F00594,F00594,FRM,"Advocation, Inc.",,2002-8-1,2001,2002,,23,2002-8-1,2002-8-1
F601,F00594,F00594,FRM,"Advocation, Inc.",,2002-8-1,2001,2002,,24,2002-8-1,2002-8-1
F601,F00594,F00594,FRM,"Advocation, Inc.",,2002-8-1,2001,2002,,25,2002-8-1,2002-8-1
F601,F00594,F00594,FRM,"Advocation, Inc.",,2002-8-1,2001,2002,,26,2002-8-1,2002-8-1
F601,F00594,F00594,FRM,"Advocation, Inc.",,2002-8-1,2001,2002,,27,2002-8-1,2002-8-1
F601,F24824,F24824,FRM,"Hyde, Miller, Owen & Trost",,2002-8-5,2001,2002,,31,2002-8-5,2002-8-5
F601,F24824,F24824,FRM,"Hyde, Miller, Owen & Trost",,2002-8-5,2001,2002,,32,2002-8-5,2002-8-5
F601,F24824,F24824,FRM,"Hyde, Miller, Owen & Trost",,2002-8-5,2001,2002,,33,2002-8-5,2002-8-5
F601,F24824,F24824,FRM,"Hyde, Miller, Owen & Trost",,2002-8-5,2001,2002,,34,2002-8-5,2002-8-5
F601,F24824,F24824,FRM,"Hyde, Miller, Owen & Trost",,2002-8-8,2001,2002,,35,2002-8-8,2002-8-8
F601,F00057,F00057,FRM,Morshed and Associates,,2002-8-12,2001,2002,,9,2002-8-12,2002-8-12
F601,F21675,F21675,FRM,NALDOZA & ASSOCIATES,,2002-9-5,2001,2002,,0,2002-9-5,2002-9-5
F601,F24824,F24824,FRM,"Hyde, Miller, Owen & Trost",,2002-9-13,2001,2002,,36,2002-9-13,2002-9-13
F601,F00057,F00057,FRM,Morshed and Associates,,2002-9-23,2001,2002,,10,2002-9-23,2002-9-23
F601,F00057,F00057,FRM,Morshed and Associates,,2002-9-23,2001,2002,,11,2002-9-23,2002-9-23
F601,F24880,F24880,FRM,Platinum Advisors LLC,,2001-12-6,2001,2002,,42,2001-12-6,2001-12-6
F601,F24880,F24880,FRM,Platinum Advisors LLC,,2001-12-6,2001,2002,,43,2001-12-6,2001-12-6
F601,F24880,F24880,FRM,Platinum Advisors LLC,,2001-12-6,2001,2002,,44,2001-12-6,2001-12-6
F601,F24880,F24880,FRM,Platinum Advisors LLC,,2001-12-6,2001,2002,,45,2001-12-6,2001-12-6
F601,F24880,F24880,FRM,Platinum Advisors LLC,,2001-12-6,2001,2002,,46,2001-12-6,2001-12-6
F601,F24880,F24880,FRM,Platinum Advisors LLC,,2001-12-6,2001,2002,,47,2001-12-6,2001-12-6
F601,F24880,F24880,FRM,Platinum Advisors LLC,,2001-12-6,2001,2002,,48,2001-12-6,2001-12-6
F601,F24880,F24880,FRM,Platinum Advisors LLC,,2001-12-6,2001,2002,,49,2001-12-6,2001-12-6
F601,F24880,F24880,FRM,Platinum Advisors LLC,,2001-12-6,2001,2002,,50,2001-12-6,2001-12-6
F601,F24880,F24880,FRM,Platinum Advisors LLC,,2001-12-6,2001,2002,,51,2001-12-6,2001-12-6
F601,F24880,F24880,FRM,Platinum Advisors LLC,,2001-12-6,2001,2002,,52,2001-12-6,2001-12-6
F601,F24880,F24880,FRM,Platinum Advisors LLC,,2001-12-6,2001,2002,,53,2001-12-6,2001-12-6
F601,F24880,F24880,FRM,Platinum Advisors LLC,,2001-12-6,2001,2002,,54,2001-12-6,2001-12-6
F601,F24880,F24880,FRM,Platinum Advisors LLC,,2001-12-6,2001,2002,,55,2001-12-6,2001-12-6
F601,F24880,F24880,FRM,Platinum Advisors LLC,,2001-12-6,2001,2002,,56,2001-12-6,2001-12-6
F601,F24880,F24880,FRM,Platinum Advisors LLC,,2001-12-6,2001,2002,,57,2001-12-6,2001-12-6
F601,F24880,F24880,FRM,Platinum Advisors LLC,,2001-12-6,2001,2002,,58,2001-12-6,2001-12-6
F601,F24880,F24880,FRM,Platinum Advisors LLC,,2001-12-6,2001,2002,,59,2001-12-6,2001-12-6
F601,F24880,F24880,FRM,Platinum Advisors LLC,,2001-12-6,2001,2002,,60,2001-12-6,2001-12-6
F601,F24880,F24880,FRM,Platinum Advisors LLC,,2001-12-6,2001,2002,,61,2001-12-6,2001-12-6
F601,F24880,F24880,FRM,Platinum Advisors LLC,,2001-12-6,2001,2002,,62,2001-12-6,2001-12-6
F601,F24880,F24880,FRM,Platinum Advisors LLC,,2001-12-6,2001,2002,,63,2001-12-6,2001-12-6
F601,F24880,F24880,FRM,Platinum Advisors LLC,,2001-12-6,2001,2002,,64,2001-12-6,2001-12-6
F601,F24880,F24880,FRM,Platinum Advisors LLC,,2001-12-6,2001,2002,,65,2001-12-6,2001-12-6
F601,F24880,F24880,FRM,Platinum Advisors LLC,,2001-12-6,2001,2002,,66,2001-12-6,2001-12-6
F601,F24880,F24880,FRM,Platinum Advisors LLC,,2001-12-6,2001,2002,,67,2001-12-6,2001-12-6
F601,F24880,F24880,FRM,Platinum Advisors LLC,,2001-12-6,2001,2002,,68,2001-12-6,2001-12-6
F601,F24880,F24880,FRM,Platinum Advisors LLC,,2001-12-6,2001,2002,,69,2001-12-6,2001-12-6
F601,F23001,F23001,FRM,CAPITOL COMMUNICATIONS,,2000-12-20,2001,2002,,1,2000-12-20,2000-12-20
F601,F00369,F00369,FRM,Nossaman Guthner Knox & Elliott LLP,,2001-2-13,2001,2002,,17,2001-2-13,2001-2-13
F601,F00369,F00369,FRM,Nossaman Guthner Knox & Elliott LLP,,2001-2-22,2001,2002,,18,2001-2-22,2001-2-22
F601,F00369,F00369,FRM,Nossaman Guthner Knox & Elliott LLP,,2001-2-26,2001,2002,,19,2001-2-26,2001-2-26
F601,F00369,F00369,FRM,Nossaman Guthner Knox & Elliott LLP,,2001-3-14,2001,2002,,20,2001-3-14,2001-3-14
F601,F00369,F00369,FRM,Nossaman Guthner Knox & Elliott LLP,,2001-3-21,2001,2002,,21,2001-3-21,2001-3-21
F601,F00369,F00369,FRM,Nossaman Guthner Knox & Elliott LLP,,2001-3-23,2001,2002,,22,2001-3-23,2001-3-23
F601,F00369,F00369,FRM,Nossaman Guthner Knox & Elliott LLP,,2001-3-23,2001,2002,,23,2001-3-23,2001-3-23
F601,F00369,F00369,FRM,Nossaman Guthner Knox & Elliott LLP,,2001-3-27,2001,2002,,24,2001-3-27,2001-3-27
F601,F23066,F23066,FRM,KEENE & ASSOCIATES LAW OFFICES,,2001-1-2,2001,2001,,1,2001-1-2,2001-1-2
F601,F00369,F00369,FRM,Nossaman Guthner Knox & Elliott LLP,,2001-12-7,2001,2002,,48,2001-12-7,2001-12-7
F601,F00369,F00369,FRM,Nossaman Guthner Knox & Elliott LLP,,2001-12-26,2001,2002,,49,2001-12-26,2001-12-26
F601,F01002,F01002,FRM,Marc Brown and Associates,,2001-1-1,2001,2002,,0,2001-1-1,2001-1-1
F601,F00594,F00594,FRM,Advocation Inc.,,2001-1-2,2001,2002,,0,2001-1-2,2001-1-2
F601,F23066,F23066,FRM,KEENE & ASSOCIATES LAW OFFICES,,2001-1-2,2001,2002,,0,2001-1-2,2001-1-2
F601,F00369,F00369,FRM,"Nossaman, Guthner, Knox & Elliott, LLP",,2002-12-11,2003,2004,,2,2002-12-11,2002-12-11
F601,F24605,F24605,FRM,Coye Management Company,,2002-12-12,2003,2004,,0,2002-12-12,2002-12-12
F601,F22762,F22762,FRM,YARYAN LAW OFFICES OF TIMOTHY,,2002-12-1,2003,2004,,0,2002-12-1,2002-12-1
F601,F23001,F23001,FRM,CAPITOL COMMUNICATIONS,,2002-12-10,2003,2004,,0,2002-12-10,2002-12-10
F601,F00369,F00369,FRM,Nossaman Guthner Knox & Elliott LLP,,2001-12-26,2001,2002,,50,2001-12-26,2001-12-26
F601,F00057,F00057,FRM,Morshed and Associates,,2002-1-7,2001,2002,,5,2002-1-7,2002-1-7
F601,F00369,F00369,FRM,"Nossaman, Guthner, Knox & Elliott, LLP",,2002-1-8,2001,2002,,51,2002-1-8,2002-1-8
F601,F00369,F00369,FRM,"Nossaman, Guthner, Knox & Elliott, LLP",,2002-1-9,2001,2002,,52,2002-1-9,2002-1-9
F601,F00369,F00369,FRM,"Nossaman, Guthner, Knox & Elliott, LLP",,2002-1-16,2001,2002,,53,2002-1-16,2002-1-16
F601,F00369,F00369,FRM,"Nossaman, Guthner, Knox & Elliott, LLP",,2002-1-18,2001,2002,,54,2002-1-18,2002-1-18
F601,F24880,F24880,FRM,Platinum Advisors LLC,,2002-1-27,2001,2002,,70,2002-1-27,2002-1-27
F601,F00594,F00594,FRM,"Advocation, Inc.",,2002-1-27,2001,2002,,11,2002-1-27,2002-1-27
F601,F24824,F24824,FRM,"Hyde, Miller, Owen & Trost",,2002-1-28,2001,2002,,6,2002-1-28,2002-1-28
F601,F24824,F24824,FRM,"Hyde, Miller, Owen & Trost",,2002-1-31,2001,2002,,7,2002-1-31,2002-1-31
F601,F24824,F24824,FRM,"Hyde, Miller, Owen & Trost",,2002-1-31,2001,2002,,8,2002-1-31,2002-1-31
F601,F24824,F24824,FRM,"Hyde, Miller, Owen & Trost",,2002-1-31,2001,2002,,9,2002-1-31,2002-1-31
F601,F24824,F24824,FRM,"Hyde, Miller, Owen & Trost",,2002-1-31,2001,2002,,10,2002-1-31,2002-1-31
F601,1242005,1242005,FRM,Lisa M. Rea,,2002-2-15,2001,2002,,0,2002-2-15,2002-2-15
F601,F24880,F24880,FRM,Platinum Advisors LLC,,2001-6-1,2001,2002,,1,2001-6-1,2001-6-1
F601,F24880,F24880,FRM,Platinum Advisors LLC,,2001-6-1,2001,2002,,2,2001-6-1,2001-6-1
F601,F24880,F24880,FRM,Platinum Advisors LLC,,2001-6-1,2001,2002,,3,2001-6-1,2001-6-1
F601,F24880,F24880,FRM,Platinum Advisors LLC,,2001-6-1,2001,2002,,4,2001-6-1,2001-6-1
F601,F24880,F24880,FRM,Platinum Advisors LLC,,2001-6-1,2001,2002,,5,2001-6-1,2001-6-1
F601,F24880,F24880,FRM,Platinum Advisors LLC,,2001-6-8,2001,2002,,6,2001-6-8,2001-6-8
F601,F24880,F24880,FRM,Platinum Advisors LLC,,2001-6-8,2001,2002,,7,2001-6-8,2001-6-8
F601,F24880,F24880,FRM,Platinum Advisors LLC,,2001-1-2,2001,2002,,0,2001-1-2,2001-1-2
F601,F00594,F00594,FRM,Advocation Inc.,,2001-11-15,2001,2002,,4,2001-11-15,2001-11-15
F601,F24824,F24824,FRM,"Hyde, Miller, Owen & Trost",,2002-12-20,2003,2004,,0,2002-12-20,2002-12-20
F601,F00594,F00594,FRM,"Advocation, Inc.",,2002-4-5,2001,2002,,12,2002-4-5,2002-4-5
F601,F00594,F00594,FRM,"Advocation, Inc.",,2002-4-5,2001,2002,,13,2002-4-5,2002-4-5
F601,F00594,F00594,FRM,"Advocation, Inc.",,2002-4-5,2001,2002,,14,2002-4-5,2002-4-5
F601,F00594,F00594,FRM,"Advocation, Inc.",,2002-4-5,2001,2002,,15,2002-4-5,2002-4-5
F601,F00369,F00369,FRM,"Nossaman, Guthner, Knox & Elliott, LLP",,2002-4-9,2001,2002,,61,2002-4-9,2002-4-9
F601,F00369,F00369,FRM,"Nossaman, Guthner, Knox & Elliott, LLP",,2002-4-10,2001,2002,,62,2002-4-10,2002-4-10
F601,F00594,F00594,FRM,"Advocation, Inc.",,2002-4-26,2001,2002,,16,2002-4-26,2002-4-26
F601,F00594,F00594,FRM,Advocation Inc.,,2001-11-15,2001,2002,,5,2001-11-15,2001-11-15
F601,F00594,F00594,FRM,Advocation Inc.,,2001-11-15,2001,2002,,6,2001-11-15,2001-11-15
F601,F00594,F00594,FRM,Advocation Inc.,,2001-11-15,2001,2002,,7,2001-11-15,2001-11-15
F601,F00594,F00594,FRM,Advocation Inc.,,2001-11-15,2001,2002,,8,2001-11-15,2001-11-15
F601,F00594,F00594,FRM,Advocation Inc.,,2001-11-15,2001,2002,,9,2001-11-15,2001-11-15
F601,F24805,F24805,FRM,Ross Communications,,2001-12-3,2001,2002,,12,2001-12-3,2001-12-3
F601,F01002,F01002,FRM,Marc Brown and Associates,,2001-12-3,2001,2002,,2,2001-12-3,2001-12-3
F601,F24696,F24696,FRM,Christine Minnehan and Associates,,2001-12-3,2001,2002,,2,2001-12-3,2001-12-3
F601,F00594,F00594,FRM,Advocation Inc.,,2001-12-3,2001,2002,,10,2001-12-3,2001-12-3
F601,F24764,F24764,FRM,GOVERNMENTAL IMPACT,,2001-4-4,2001,2002,,0,2001-4-4,2001-4-4
F601,F00369,F00369,FRM,Nossaman Guthner Knox & Elliott LLP,,2001-12-5,2001,2002,,47,2001-12-5,2001-12-5
F601,F24880,F24880,FRM,Platinum Advisors LLC,,2001-12-6,2001,2002,,10,2001-12-6,2001-12-6
F601,F00369,F00369,FRM,"Nossaman, Guthner, Knox & Elliott, LLP",,2002-12-23,2003,2004,,4,2002-12-23,2002-12-23
F601,F01035,F01035,FRM,HAUSEY & ASSOCIATES WILLIE,,2002-12-23,2003,2004,,0,2002-12-23,2002-12-23
F601,F00933,F00933,FRM,"NIELSEN, MERKSAMER, PARRINELLO, MUELLER & NAYLOR LLP",,2002-12-24,2003,2004,,0,2002-12-24,2002-12-24
F601,F23001,F23001,FRM,CAPITOL COMMUNICATIONS,,2000-12-20,2000,2002,,0,2000-12-20,2000-12-20
F601,F00841,F00841,FRM,Geyer Associates Inc.,,2000-12-27,2001,2002,,0,2000-12-27,2000-12-27
F601,F00369,F00369,FRM,"Nossaman, Guthner, Knox & Elliott, LLP",,2002-10-7,2001,2002,,72,2002-10-7,2002-10-7
F601,F00369,F00369,FRM,"Nossaman, Guthner, Knox & Elliott, LLP",,2002-10-18,2001,2002,,73,2002-10-18,2002-10-18
F601,F00369,F00369,FRM,"Nossaman, Guthner, Knox & Elliott, LLP",,2002-10-18,2001,2002,,74,2002-10-18,2002-10-18
F601,F00369,F00369,FRM,"Nossaman, Guthner, Knox & Elliott, LLP",,2002-10-18,2001,2002,,75,2002-10-18,2002-10-18
F601,1242005,1242005,FRM,Lisa M. Rea,,2002-10-21,2001,2002,,1,2002-10-21,2002-10-21
F601,F00594,F00594,FRM,"Advocation, Inc.",,2002-10-27,2001,2002,,28,2002-10-27,2002-10-27
F601,F00594,F00594,FRM,"Advocation, Inc.",,2002-10-27,2001,2002,,29,2002-10-27,2002-10-27
F601,F00057,F00057,FRM,Morshed and Associates,,2002-10-30,2001,2002,,12,2002-10-30,2002-10-30
F601,F24824,F24824,FRM,"Hyde, Miller, Owen & Trost",,2002-10-31,2001,2002,,37,2002-10-31,2002-10-31
F601,F00369,F00369,FRM,"Nossaman, Guthner, Knox & Elliott, LLP",,2002-11-5,2001,2002,,76,2002-11-5,2002-11-5
F601,F00369,F00369,FRM,"Nossaman, Guthner, Knox & Elliott, LLP",,2002-11-5,2001,2002,,77,2002-11-5,2002-11-5
F601,F00369,F00369,FRM,"Nossaman, Guthner, Knox & Elliott, LLP",,2002-12-23,2003,2004,,3,2002-12-23,2002-12-23
F601,1233007,1233007,FRM,"Kazan, McClain, Edises, Abrams, Fernandez, Lyons & Farrise, A Professional Corporation",,2002-12-20,2003,2004,,0,2002-12-20,2002-12-20
F601,F01002,F01002,FRM,Marc Brown and Associates,,2002-12-20,2003,2004,,0,2002-12-20,2002-12-20
F601,F24674,F24674,FRM,"LEGISIGHT, LLC",,2002-12-24,2003,2004,,0,2002-12-24,2002-12-24
F601,F24824,F24824,FRM,"Hyde, Miller, Owen & Trost",,2002-2-25,2001,2002,,11,2002-2-25,2002-2-25
F601,F24824,F24824,FRM,"Hyde, Miller, Owen & Trost",,2002-2-25,2001,2002,,12,2002-2-25,2002-2-25
F601,F24824,F24824,FRM,"Hyde, Miller, Owen & Trost",,2002-2-25,2001,2002,,13,2002-2-25,2002-2-25
F601,F24824,F24824,FRM,"Hyde, Miller, Owen & Trost",,2002-2-25,2001,2002,,14,2002-2-25,2002-2-25
F601,F24824,F24824,FRM,"Hyde, Miller, Owen & Trost",,2002-2-25,2001,2002,,15,2002-2-25,2002-2-25
F601,F24824,F24824,FRM,"Hyde, Miller, Owen & Trost",,2002-2-25,2001,2002,,16,2002-2-25,2002-2-25
F601,F24824,F24824,FRM,"Hyde, Miller, Owen & Trost",,2002-2-25,2001,2002,,17,2002-2-25,2002-2-25
F601,F24824,F24824,FRM,"Hyde, Miller, Owen & Trost",,2002-2-25,2001,2002,,18,2002-2-25,2002-2-25
F601,F24824,F24824,FRM,"Hyde, Miller, Owen & Trost",,2002-2-25,2001,2002,,19,2002-2-25,2002-2-25
